Id,SalePrice
0,162705.30285413432
1,102603.85650056353
2,176772.38439376495
3,128320.0598692787
4,111703.61186667824
5,183913.03089377235
6,153524.9447721792
7,151200.81312792288
8,86975.18766783603
9,342819.2330098072
10,224967.64604105407
11,242431.3026246132
12,80455.5236335034
13,139875.19080764704
14,96457.5919610759
15,155245.19489485095
16,140221.2925536119
17,182028.9396768659
18,130178.1659438979
19,132258.1802512583
20,196661.19422002696
21,148833.92827574213
22,196446.15466854168
23,199188.95144611987
24,195759.34954303756
25,320656.3768611927
26,299696.9559608293
27,225600.20198330804
28,190808.99985049147
29,212715.97832191995
30,193268.52161226503
31,93176.24842839956
32,217177.05283961003
33,101212.35107949289
34,119799.3116892986
35,78880.72559588314
36,198753.199547389
37,312067.74018916977
38,182482.50536064227
39,247222.41948510852
40,388771.69385501696
41,210253.49066418858
42,232677.65571371
43,192967.5994596479
44,105751.39842055787
45,342307.5778482847
46,179509.08791278314
47,159945.41033413756
48,155946.95050178675
49,116605.17734049154
50,170885.1484109063
51,135515.5400264603
52,139164.3637853248
53,156356.69429989904
54,210262.97721212043
55,191051.92500076193
56,211127.23021907778
57,127613.86434093578
58,248948.6160127845
59,135767.1523089439
60,51711.963876244605
61,126162.91008624299
62,78964.19262476318
63,340064.1351365044
64,240319.26139103426
65,173085.10363415364
66,124079.35438966894
67,210395.18216318873
68,161718.9721124405
69,189908.2262723839
70,184486.46339292655
71,204292.71826330668
72,328096.6512576807
73,85880.1538038223
74,137187.1493771603
75,405174.10577289824
76,168022.73569927382
77,249243.86094760383
78,161059.76274310026
79,164676.208345296
80,160201.3906325522
81,132973.87796871824
82,115627.85602359788
83,191336.58718532536
84,298257.86858662346
85,174913.25838006893
86,121249.77338830798
87,126146.6069537436
88,202423.47861182012
89,311776.13598826644
90,205405.87042628965
91,109694.8825402095
92,135676.86228383568
93,58815.03887840725
94,206931.08007813673
95,171535.586769486
96,47792.15673214359
97,216893.243491138
98,201307.98334294825
99,246935.46956096977
100,109905.59422058774
101,296806.2198971244
102,423216.1729140084
103,385623.24578499416
104,236321.98907172467
105,148939.30262101986
106,303893.73938662856
107,205688.65086332007
108,187431.36657330196
109,97918.58750360155
110,253399.95967819076
111,130203.53674610147
112,122372.63852833769
113,90972.69428722223
114,222843.4877416544
115,119581.94386607844
116,233085.69400710674
117,288994.86254734814
118,205249.4263931494
119,170083.9997571608
120,120091.39258077639
121,126245.8757217256
122,123480.65846158307
123,137141.22567065616
124,102098.28085909421
125,461932.50685983844
126,135448.12611430517
127,206441.3424064365
128,172500.61138375482
129,245383.00476536315
130,106909.72718537413
131,166279.50882759233
132,161632.69650052063
133,121472.66690463538
134,333424.4544941069
135,263662.08148773847
136,140639.05159754257
137,169232.85243323757
138,290420.87201257783
139,209877.24648067102
140,168564.73677472712
141,255700.74768309545
142,165012.73787778057
143,211104.2329768909
144,121971.14464141084
145,113411.99776165817
146,182510.10597630715
147,237973.91644504847
148,136103.51048873249
149,110091.74144950081
150,199802.34444672763
151,351280.3463196588
152,157763.7721956523
153,232700.0014767836
154,129539.9201052682
155,183871.4476336345
156,295030.96957904036
157,66740.00181622585
158,192740.61682234445
159,144365.20273068929
160,249453.24884500564
161,106214.92256348641
162,295341.9191164635
163,138766.648799097
164,136074.81809828035
165,205281.35954343434
166,459966.74018895545
167,235898.24522316144
168,292328.2957109857
169,253316.38699288727
170,118277.9084488595
171,106040.03602711334
172,308541.0638370957
173,423266.47008195776
174,129816.85814014377
175,420184.59851920285
176,158932.15901247243
177,88397.41313679377
178,93943.33939826385
179,119168.53134969242
180,259867.97433507236
181,175770.22208231685
182,142945.30346059753
183,99890.91895488031
184,114631.64984711891
185,191524.28809057066
186,73520.91422567845
187,251547.5478629317
188,194788.8955442753
189,155390.6916530812
190,138423.31187661918
191,336034.6806361525
192,79434.61942654561
193,297978.4502947041
194,137080.54715230557
195,95969.51266633616
196,143930.9997687731
197,148145.46416187665
198,179228.72668416964
199,115082.0326452377
200,126618.6704250328
201,177136.6023387232
202,153878.35024264696
203,216141.84844820376
204,167792.89730115994
205,409585.1138467802
206,156166.28379808285
207,116012.7355422645
208,159491.52019924097
209,60267.83095138019
210,143583.11192043856
211,353014.4084120565
212,224278.00472291812
213,292808.6846137984
214,257643.60933562537
215,84824.63578084904
216,338980.2550425495
217,184218.98635945123
218,137704.02876533972
219,337452.17640923365
220,101563.53778242612
221,310340.2770721234
222,270030.6555884056
223,173690.24133538918
224,79366.9320579764
225,92896.75827818696
226,216234.6521167906
227,271763.05619971274
228,129090.8953018413
229,199368.1434409601
230,184794.72672753513
231,188916.38817742674
232,153757.16472438525
233,214629.93075393196
234,169875.52580707043
235,240098.17983564775
236,179089.57153283322
237,314136.175387687
238,136070.64833082142
239,216362.73642807006
240,185643.7957235748
241,171007.15845577556
242,213595.82884235977
243,130960.54488709822
244,270735.9915756646
245,218454.69367862694
246,286843.6104622664
247,274975.3936574464
248,166141.6232540016
249,352188.9799941564
250,134706.14646668007
251,98155.560956725
252,149370.2327543076
253,135138.37534464386
254,225392.63366331908
255,84393.57887734286
256,114170.8656265906
257,151823.0636167705
258,178318.03316524765
259,117367.2809157904
260,103590.11375948809
261,202236.09681374248
262,258761.94601933015
263,118251.23687570587
264,240008.5081783256
265,141098.87202203815
266,139887.00680107705
267,439862.99234416103
268,97230.12285309979
269,138283.1653794456
270,185107.74670884587
271,100922.088308307
272,133310.2339968857
273,134127.99794220153
274,261606.63328676013
275,113833.73139416677
276,130813.46755319014
277,176327.10654445027
278,233535.6027167515
279,198434.5508790882
280,413755.294479821
281,171448.81778579205
282,209590.55679359988
283,194982.66400059414
284,121592.90408326432
285,282265.8341651736
286,257512.6779231421
287,135670.35392605438
288,163080.96366683295
289,131950.98787808607
290,113374.73319878786
291,144945.75227594524
292,258351.42293259982
293,142954.28212913036
294,92910.98833805422
295,190464.43275283065
296,238996.5323813512
297,249162.05289125635
298,154522.43766179564
299,100904.7093999965
300,195076.57274338946
301,276970.32851986855
302,120522.92796605355
303,348991.7037404557
304,141241.866411201
305,200155.53732926512
306,113078.85149583702
307,205643.00333685192
308,163425.78794531623
309,317575.88103680656
310,144389.58935584014
311,187565.01406591618
312,181641.56542927373
313,108372.8431023377
314,212792.68527672207
315,288688.65416280937
316,461078.57701095013
317,204986.7949782023
318,318796.4544054841
319,366185.5595095832
320,250824.9103013218
321,139341.1179387486
322,149200.87348872077
323,143110.193224592
324,384183.026133472
325,216137.7902153696
326,133010.16496697528
327,388038.5079877807
328,154782.4848054785
329,151767.6129994758
330,231666.10041241997
331,184890.81074811163
332,147898.02075172332
333,244151.57645711876
334,246934.25129044577
335,132287.96832967174
336,92706.52580845894
337,116086.28106486193
338,257240.61503897188
339,136072.4897051287
340,121684.188891299
341,137298.4699302355
342,96128.05493649867
343,189851.3469399443
344,83729.9265247941
345,218434.80646403437
346,186865.70533656332
347,189444.55809248454
348,134147.8570065269
349,140055.0461370854
350,212737.1807703555
351,290482.38029912795
352,140342.10049365295
353,142521.30297505186
354,220962.08061169213
355,95744.94346301582
356,118097.09304422964
357,105550.27107327795
358,128413.86368968757
359,117656.10915053498
360,95138.31979209185
361,361277.9510556895
362,400451.7926930045
363,106090.43135282776
364,86622.74676064227
365,119320.96275098766
366,209713.6761785565
367,131557.29159711945
368,134313.4705529934
369,111864.4506995962
370,124123.78908627853
371,77118.59711263428
372,114167.60935312216
373,85010.6435218931
374,203337.25343434286
375,111407.46929332346
376,140840.60458829798
377,300883.8661380088
378,206455.50494698845
379,364338.3432949508
380,125747.04957990698
381,129645.14953401743
382,256546.2463390948
383,473383.17936333094
384,141618.92222935043
385,290074.2959283787
386,78700.35787348279
387,165194.94467715148
388,260457.78148200846
389,125647.28298787898
390,116656.01374908908
391,183041.90564511347
392,184231.11621176603
393,137199.2743760199
394,118670.0896877735
395,264975.1819571952
396,160247.25099624795
397,148377.25107532748
398,150728.89156181773
399,91234.0242379011
400,144303.4323218995
401,163652.05894629477
402,165587.29966563967
403,202934.07014476182
404,132491.75006979072
405,144597.7814766488
406,435412.5114293225
407,209285.55199012154
408,123887.11874520947
409,136605.16863841977
410,116635.51035574617
411,209702.86012859168
412,424569.9655514192
413,148071.24151800823
414,134688.54979124514
415,180714.91383310466
416,135238.76850183864
417,185423.24156653954
418,262805.9438142686
419,133743.80507895674
420,104298.7768285763
421,262756.3372362658
422,162977.3459612494
423,312851.83794420166
424,172280.4260534848
425,180051.79257964826
426,233689.544441857
427,229272.0458208252
428,143359.47708980713
429,118754.24256094485
430,235707.47488566136
431,186921.7112698982
432,133101.57565239785
433,227382.42616078779
434,119964.02624838703
435,262834.23351601895
436,102641.92336950425
437,128913.14236528613
438,157665.62151099712
439,194065.07963008835
440,95211.32383354258
441,203886.0731759632
442,346112.61881556734
443,163605.56259734725
444,222161.81071636252
445,129111.75248977522
446,125389.69712575233
447,103231.32138851643
448,126381.66650967831
449,79451.00570328903
450,507160.73483276326
451,200047.05120702996
452,168314.11390690986
453,130582.44896112011
454,106521.96557202651
455,158479.53236661805
456,156880.90802107393
457,316971.0424710843
458,149859.84763429486
459,112202.72851506164
460,368203.40564001846
461,291563.91302997136
462,128583.69512337125
463,282780.8198095047
464,136650.79961278345
465,244052.9782188931
466,270589.80966202164
467,125940.46874996726
468,131832.4209341407
469,233087.9970279701
470,122688.50221294929
471,137606.10396440778
