Id,SalePrice
0,122283.92742873305
1,75422.57051151476
2,150128.396541695
3,83157.8996502115
4,85583.03130306593
5,128082.09687578896
6,129968.96916476625
7,105246.22288470539
8,76206.81428514261
9,188176.42695493146
10,140481.00607390015
11,166224.4202277728
12,59769.06557722019
13,99778.90352861265
14,41316.065001710704
15,107324.67667298106
16,98013.74124701947
17,152558.24451757025
18,79332.8480272088
19,79049.12726671263
20,158472.63712219291
21,87909.17757368549
22,124458.56052047126
23,149065.15524611977
24,145715.27281233217
25,183463.3713260958
26,186964.90836061657
27,165525.83427386536
28,127421.75665380742
29,153374.08446101827
30,155363.9127594533
31,74675.2142652163
32,168472.05404555623
33,51950.61129304644
34,76351.90076955003
35,60441.04146305221
36,155589.4500087504
37,193791.33680234652
38,120438.91104341627
39,153130.1332296729
40,191061.83520624906
41,97282.21236055378
42,157259.8927296187
43,103904.68998301205
44,74916.28988758982
45,183079.1047823621
46,108455.92837028226
47,105678.71604542
48,118232.32545193282
49,90660.12696038737
50,127632.0252754109
51,97495.65874026754
52,96192.68274997568
53,96364.4326782487
54,148881.46517852863
55,149715.2756698581
56,164745.11108356807
57,97558.23177197589
58,145682.5878940474
59,86293.9122864789
60,27711.874033061402
61,70819.38921299345
62,64395.7228019485
63,197759.4123351207
64,166123.73974790462
65,148003.21008607792
66,88728.36787355787
67,145270.20630471213
68,125948.91175876763
69,123656.2586593558
70,122676.33234919158
71,151737.77092535066
72,173357.4244896373
73,60325.872967013
74,92930.5666413256
75,202955.49136821117
76,105400.70607862758
77,173715.270073771
78,100292.59665091638
79,97374.27036329293
80,96667.94001112913
81,92615.25171407576
82,48979.51397691301
83,107963.66626715659
84,183414.0965035335
85,88530.44006011832
86,79434.15052475463
87,87763.63895953567
88,152115.4276467203
89,186579.53976964028
90,162374.22364878887
91,78206.19299614085
92,76145.0896431715
93,64143.040530110615
94,153990.73737966485
95,150683.22097828478
96,27066.48712611503
97,157086.76408746373
98,129064.67619268321
99,159630.88028432569
100,76212.30885711026
101,158611.1648056941
102,195326.9832383672
103,196225.02504803977
104,158172.0555218588
105,128839.65953124895
106,183359.32988886928
107,138937.09877142028
108,107059.4123171981
109,65473.182248830424
110,165783.56352318966
111,81143.37644616333
112,77324.72309169975
113,73662.89851283253
114,152344.28105094816
115,89118.5397138486
116,151652.4858940238
117,160775.30272737163
118,157931.70845976516
119,126614.69037547984
120,87064.26655857297
121,92781.28165254835
122,86337.60811529293
123,93832.17366997364
124,71490.3352921219
125,192998.65885719747
126,78656.5436898836
127,131469.1951121536
128,156863.55274108736
129,167191.48471311922
130,86813.98595500304
131,128650.57572754145
132,123298.9917664317
133,101943.85073565748
134,188630.0237275746
135,162773.7604173455
136,104980.7104357459
137,90418.3366587371
138,148143.3340702201
139,158705.13121618459
140,96473.431889205
141,172197.65657009737
142,118436.3768102516
143,166869.56030849167
144,86815.57640109434
145,90907.61673648273
